Key	Value
影响炼器时的速度，炼器产品的质量，炼器成功率以及炼器品阶加成。	Ảnh hưởng đến tốc độ luyện khí, chất lượng sản phẩm luyện khí, tỷ lệ thành công luyện khí và tăng bậc phẩm luyện khí.
宛如仙境	Tựa như tiên cảnh
轻身符	Phù nhẹ thân
在筑基时略有所得，喜上眉梢	Trong lúc xây dựng cơ sở, đạt được chút ít, vui mừng khôn xiết
[练功]自主进行练习，获取较多参悟经验。	[Luyện công] Tự luyện tập, nhận được nhiều kinh nghiệm tham ngộ.
正在乐呵呵的拆迁建筑中	Đang vui vẻ tháo dỡ công trình
兑换失败,数据校验失败,请联系客服处理	Đổi thất bại, kiểm tra dữ liệu thất bại, vui lòng liên hệ CSKH
选择建造地点 	Chọn địa điểm xây dựng 
禁足	Bị cấm túc.
角色获取他人好感的能力，包括外在容貌与内在气质，影响角色的社交能力。	Khả năng nhân vật nhận được thiện cảm từ người khác, bao gồm ngoại hình và khí chất bên trong, ảnh hưởng khả năng xã giao của nhân vật.
化形天劫	Hóa hình thiên kiếp
生成山川	Tạo núi non
神民数量\n神民数量会根据门派影响力增长，实现心愿也可能增加神民。\n当前数量大于最大数量会导致怨气累加。	Số lượng thần dân\nSố lượng thần dân sẽ tăng dựa trên ảnh hưởng môn phái, thực hiện tâm nguyện cũng có thể tăng thêm thần dân.\nSố lượng hiện tại lớn hơn số lượng tối đa sẽ dẫn đến tích tụ oán khí.
等待角色完成开采。	Chờ nhân vật hoàn thành khai thác.
你好	Xin chào
无可用弟子	Không có đệ tử khả dụng
弱	Yếu đuối.
乱舞概率：{0:P2}	Xác suất loạn vũ: {0:P2}
在筑基间余，刚小憩片刻	Trong lúc xây dựng cơ sở, vừa nghỉ ngơi một chút
在建筑工作之时，正感觉有点无聊	Trong lúc làm việc xây dựng, cảm thấy hơi nhàm chán
湖怪钓者	Người câu quái vật hồ
等待师父{1}完成{0}。	Đợi sư phụ {1} hoàn thành {0}.
{0}可能会出现 {1}	{0} có thể xuất hiện {1}
危险未知	Nguy hiểm không rõ
万	Vạn
此处不可建造！	Không thể xây dựng ở đây!
{0}尝试使用了{1}，没有效果，便放回了背包	{0} thử sử dụng {1}, không có hiệu quả, liền đặt lại vào túi
风水堪舆	Phong thủy kham dư
正匆匆赶路	Đang vội vàng trên đường
道行阳:{0}\n道行阴:{1}\n{2}	Đạo hành dương: {0}\nĐạo hành âm: {1}\n{2}
\n生长百分比:{0:N1}%	\nTỷ lệ sinh trưởng: {0:N1}%
金属性	Thuộc tính kim
[心境]持续调整心境直到心境无暇	[Tâm cảnh] Điều chỉnh tâm cảnh liên tục cho đến khi tâm cảnh hoàn hảo
练气	Luyện khí
上午	Buổi sáng
有家可归	Có nơi để về
已经被使用	Đã được sử dụng
正心无旁骛的制药作业中	Đang chuyên tâm làm thuốc
极寒	Cực hàn
劝化这个角色	Khuyên bảo nhân vật này
谷	Thung lũng
生成角色	Tạo nhân vật.
工具面板	Bảng điều khiển công cụ
编辑队列。	Chỉnh sửa hàng đợi.
当前无网络，数据上传失败！\n请检查网络后重新登录，避免数据错误和存档丢失。	Hiện không có mạng, Tải lên thất bại!\nVui lòng kiểm tra lại mạng và đăng nhập lại để tránh lỗi dữ liệu và mất mát Lưu tệp.
觉得筑基艰难，正有点灰心	Cảm thấy xây dựng cơ sở khó khăn, đang hơi nản lòng
不会自主处理，交给玩家手动选择。	Sẽ không tự xử lý, giao cho người chơi tự chọn.
华丽	Lộng lẫy
发布开采命令	Phát lệnh khai thác
defName=>{0} {1} 缺少丹药相关配置项，请重新检查配置！	defName=>{0} {1} Thiếu mục cấu hình liên quan đến đan dược, vui lòng kiểm tra lại cấu hình!
心斋时长：{0}天	Thời gian tâm trai: {0} ngày
神通图鉴需要玩家阵营的角色亲自学习来点亮。	Hình ảnh thần thông cần nhân vật phe người chơi tự học để kích hoạt.
搜索	Tìm kiếm
解锁一格遗物空间	Mở khóa một ô chứa di vật
这个道具似乎已经损坏了	Đạo cụ này dường như đã bị hỏng
领取的应天奖励将在返回门派以后获得。	Phần thưởng ứng thiên nhận được sẽ có sau khi trở về môn phái.
开启灵智\n灵智碎片：{5}/({3}-{4})个\n精元容量：{0:F0}/{1:F0} ({2:F0}%)	Mở linh trí\n Mảnh linh trí: {5}/({3}-{4}) mảnh\n Dung lượng tinh nguyên: {0:F0}/{1:F0} ({2:F0}%)
阵枢角色未设置，无法布阵	Nhân vật trụ cột trận chưa được thiết lập, không thể bố trí trận pháp
天苍 {0}年 {1}日	Thiên Thương {0} năm {1} ngày
{1}获得参悟经验：{0:F0}点	{1} nhận được kinh nghiệm tham ngộ: {0:F0} điểm
在修行之时，正感觉杂念丛生	Trong lúc tu hành, cảm thấy tạp niệm dâng lên
新武器	Vũ khí mới
{0}\n[color=#FF0000]<ti tip='阵法每秒消耗灵气大于阵眼灵气的0.5%'>以下角色负担较大：\n{1}</ti>[/color]	{0}\n[color=#FF0000]<ti tip='Trận pháp tiêu hao linh khí mỗi giây lớn hơn 0.5% linh khí trận nhãn'>Các nhân vật dưới đây chịu gánh nặng lớn:\n{1}</ti>[/color]
指定元灵	Chỉ định nguyên linh
下	Dưới
已达到购买次数上限,请勿重复购买	Đã đạt giới hạn mua, vui lòng không mua lặp lại
移除这个植物	Loại bỏ cây này
证据	Bằng chứng
门派已死亡弟子个数	Số lượng đệ tử môn phái đã chết
{0}{1}  {2}经验	{0}{1} {2} kinh nghiệm
冒险模式	Chế độ phiêu lưu
某地	Một nơi nào đó
非常抱歉！因为大量数据的改变导致上古之兽版本不再支持之前的存档。\n但我们为上古之兽(0.95)前的版本提供了新的开局模式[color=#D06508][轮回开局][/color]。\n轮回开局会延续旧存档的部分故事和数据，您可以通过读取旧存档开始全新的故事！	Rất xin lỗi! Do thay đổi dữ liệu lớn, phiên bản Thú Cổ không còn hỗ trợ lưu trữ trước đây.\nTuy nhiên, chúng tôi đã cung cấp chế độ khởi đầu mới cho phiên bản trước Thú Cổ (0.95) [color=#D06508][Khởi đầu luân hồi][/color].\nKhởi đầu luân hồi sẽ tiếp nối một phần câu chuyện và dữ liệu từ lưu trữ cũ, bạn có thể bắt đầu câu chuyện mới bằng cách đọc lưu trữ cũ!
契合	Hòa hợp
环境生态	Sinh thái môi trường
悟性	Ngộ tính
图片已经保存到手机相册：\n({0})	Ảnh đã lưu vào thư viện điện thoại:\n({0})
保存失败,请开启手机相应权限	Lưu thất bại, vui lòng bật quyền tương ứng trên điện thoại
更换当前天气与季节	Thay đổi thời tiết và mùa hiện tại
开启\n灵智	Kích hoạt\nLinh trí
太虚傀儡	Thái Hư Khôi Lỗi
灵气容量 : {0:N0}	Dung lượng linh khí: {0:N0}
豪华	Sang trọng
尸·	Xác·
怀孕中	Đang mang thai
应天台正在闪烁着光芒\n（灵石已经凝聚完成，可以凝取）	Đài Ứng Thiên đang phát sáng\n(Linh thạch đã ngưng tụ xong, có thể thu thập)
\n但似乎是伪造的，效果大打折扣。	\nNhưng có vẻ là hàng giả, hiệu quả bị giảm đáng kể.
搬运时连续手滑，差点弄伤自己，正感觉有点生气	Trong lúc vận chuyển liên tục trượt tay, suýt làm mình bị thương, cảm thấy hơi tức giận
战斗中	Trong chiến đấu
{0}执行 选项{1} 的 {2} 结果时报错\n	{0} thực hiện tùy chọn {1} của kết quả {2} gặp lỗi\n
你可以通过屏幕左上角的太极图来进入风水视图，在风水试图下，屏幕中央的五边形即为鼠标所在位置的五行分布。	Bạn có thể vào chế độ xem phong thủy thông qua biểu tượng Thái Cực ở góc trái trên màn hình, trong chế độ này, ngũ hành tại vị trí con trỏ chuột sẽ hiển thị ở hình ngũ giác trung tâm màn hình.
云存档数量超过上限,同步存档前需要先取消部分云存档同步!	Số lượng Lưu tệp đám mây đã vượt quá giới hạn, cần hủy đồng bộ một số Lưu tệp đám mây trước khi đồng bộ!
心如止水	Tâm như nước lặng
喂食	Cho ăn
小有名气	Có chút danh tiếng
光烛妥帖	Ánh sáng ấm áp
铁匠	Thợ rèn
修炼相关	Liên quan đến tu luyện
上传失败！{0}	Tải lên thất bại! {0}
\n\n{0}指定	\n\n{0} chỉ định
第{0}页	Trang {0}
该热键存在重复注册	Phím nóng này đã được đăng ký trùng lặp
房间风水与房内风水建筑的风水有关，此外还因使房间[color=#ff0000]布局[/color]处于恰当状态，无论拥挤或空旷都会影响房间风水。	Phong thủy của phòng liên quan đến phong thủy của các công trình trong phòng, ngoài ra còn do trạng thái [color=#ff0000]bố trí[/color] của phòng có phù hợp hay không, dù chật chội hay rộng rãi đều ảnh hưởng đến phong thủy của phòng.
准备讲道	Chuẩn bị thuyết pháp
抱起:{0}	Ôm lấy: {0}
将灵石送人。大部分凡人都不认识灵石。	Tặng linh thạch cho người khác. Phần lớn người phàm không nhận biết được linh thạch.
\t无	\tKhông
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	\n[color=#D06508]Hiệu quả chữa trị không tốt hoặc khả năng hồi phục bản thân quá kém, hãy tăng hiệu quả chữa trị hoặc khả năng hồi phục bản thân.[/color]
无库存	Không có hàng tồn kho
外门及内门	Ngoại môn và nội môn
放点	Đặt điểm
受到天道异动影响，	Bị ảnh hưởng bởi dị động thiên đạo,
正在准备工具，去执行修理建筑	Đang chuẩn bị công cụ để sửa chữa công trình
事件	Sự kiện
辰时,早食之刻,日初之时,生气苏始	Giờ Thìn, thời điểm ăn sáng, lúc mặt trời vừa lên, sinh khí bắt đầu khởi sinh
大起大落\n事件发生的概率很频繁\n正常的修炼速度\n正常的参悟消耗\n经常发生激烈的战斗或事件\n天劫威力很强\n适合渴望挑战的玩家	Thăng trầm lớn\nXác suất xảy ra sự kiện rất thường xuyên\nTốc độ tu luyện bình thường\nTiêu hao tham ngộ bình thường\nThường xuyên xảy ra chiến đấu hoặc sự kiện kịch liệt\nUy lực thiên kiếp rất mạnh\nPhù hợp với người chơi khao khát thử thách
请选择一个置物台	Vui lòng chọn một kệ trưng bày
旧的傀儡将会被替换掉，确定要继续吗？	Con rối cũ sẽ bị thay thế, bạn có chắc chắn muốn tiếp tục không?
什么？	Gì cơ?
新建蓝图	Tạo bản thiết kế mới
{0}已达到最大等级	{0} đã đạt cấp tối đa
当前效果:\n{0}	Hiệu quả hiện tại:\n{0}
随机秘籍	Bí kíp ngẫu nhiên
升级	Nâng cấp
已经有相同的名称的对话项目，是否覆盖？	Đã có hạng mục đối thoại cùng tên, có muốn ghi đè không?
阵图：{0}	Trận đồ: {0}
{0}能量	{0} năng lượng
载入数据:{0}/{1}	Đang tải dữ liệu: {0}/{1}
刚从矿坑里出来，正在擦汗	Vừa ra khỏi hầm mỏ, đang lau mồ hôi
在锻造之时，正感觉有点无聊	Trong lúc rèn, cảm thấy hơi nhàm chán
结束今天的练习护体功课，正疼的直咧嘴	Kết thúc bài tập bảo vệ cơ thể hôm nay, đau đến nhe răng
交谈	Nói chuyện
思考中，剩余{0:N0}秒	Đang suy nghĩ, còn lại {0:N0} giây.
{0}\n\n点击打开功法修行面板	{0}\n\nNhấn để mở bảng tu hành công pháp
参悟一次秘籍。（通过修炼面板-参悟进入参悟树来参悟秘籍。）	Lĩnh ngộ một lần bí tịch. (Thông qua bảng tu luyện - lĩnh ngộ để vào cây lĩnh ngộ bí tịch.)
(建造中)	(Đang xây dựng)
金劫	Kim kiếp
放纵	Buông thả
溜了溜了	Đi thôi, đi thôi
失去{0}	Mất {0}
芸芸众生	Chúng sinh muôn loài.
正在下载 ： 0	Đang tải xuống: 0
{0} 被 {1} 邀请进行战斗，获得了胜利。	{0} được {1} mời tham gia chiến đấu và đã giành chiến thắng.
理智	Lý trí
环境平常	Môi trường bình thường
确定删除以下轮回者吗？\n\n{0}	Xác nhận xóa người luân hồi sau đây?\n\n{0}
阅读	Đọc sách
{0:F1}秒	{0:F1} giây
开采:{0}	Khai thác: {0}
已经被其他角色绑定	Đã được nhân vật khác ràng buộc
选择政策	Chọn chính sách
{0}\n已失去	{0}\nĐã mất
\n[color=#FFA900][阵法真意][/color]	\n[color=#FFA900][Chân ý trận pháp][/color]
增减平衡	Cân bằng tăng giảm
请长按并框选范围!	Vui lòng nhấn giữ và khoanh vùng phạm vi!
法宝炼制结果面板	Bảng kết quả luyện chế pháp bảo
任意大小的	Bất kỳ kích thước nào
开炉炼丹	Mở lò luyện đan
{0}\n[color=#669900]永久有效[/color]	{0}\n[color=#669900]Hiệu lực Permanent[/color]
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	Di chuyển ({0:P0})\nChấn thương phần dưới cơ thể sẽ ảnh hưởng đến giá trị này, di chuyển ảnh hưởng đến tốc độ đi bộ và hiệu quả của một số công việc đòi hỏi sức lực.
此阵法天下间独此一份！	Trận pháp này độc nhất thiên hạ!
门派规模达到洞天才可以建立分堂。	Môn phái đạt quy mô động thiên mới có thể lập phân đường.
杀死{0}({1:N0})个生灵	Giết {0} ({1:N0}) sinh linh
种族名字	Tên chủng tộc
强化术法伤害{0:P0}	Tăng sát thương thuật pháp {0:P0}
命令被发布后,角色会根据[color=#ff0000]工作面板[/color]中的配置，自动承接对应的任务，并完成工作。	Sau khi lệnh được phát ra, nhân vật sẽ tự động nhận nhiệm vụ tương ứng và hoàn thành công việc dựa trên [color=#ff0000]bảng công việc[/color] đã cấu hình.
施展神通	Thi triển thần thông
无法记下更多的片段	Không thể ghi nhớ thêm đoạn nào nữa
\n[color=#D06508][点击取出][/color]	\n[color=#D06508][Nhấn để lấy ra][/color]
在拆地板间余，刚小憩片刻	Trong lúc tháo sàn nhà, vừa nghỉ ngơi một chút
正哼着小调搬运什么东西	Đang ngân nga một điệu nhỏ, vận chuyển thứ gì đó
心境不稳	Tâm trạng không ổn định
确定抹去此评论吗？	Xác nhận xóa bình luận này?
藏经阁剩余空间不足!	Không gian còn lại của Tàng Kinh Các không đủ!
无法切换秘体!	Không thể đổi Mật Thể!
{0} 前生效	Có hiệu lực {0} trước
伐木	Đốn củi
\n此模组含有DLC{0}的内容	\nMô đun này chứa nội dung của DLC {0}
修行不顺，觉得有点灰心	Tu hành không thuận lợi, cảm thấy hơi nản lòng
独本遗册	Cuốn sách duy nhất còn sót lại
<font color=#FF0000>此蓝图需要安装以下DLC:</font>	<font color=#FF0000>Bản vẽ này cần cài đặt các DLC sau:</font>
更换天气	Thay đổi thời tiết
CloudSave->开始删除云存档:{0}	CloudSave-> Bắt đầu xoá lưu tệp đám mây: {0}
所谓风水，指的是目标建筑五行属性，与所在位置五行分布的融洽关系。\n例如：[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。\n在屏幕左上角可以随时查看五行生克关系。	Phong thủy, tức là mối quan hệ hài hòa giữa thuộc tính ngũ hành của công trình mục tiêu và phân bố ngũ hành tại vị trí đó.\nVí dụ: Công trình [color=#ff0000]thuộc tính hỏa[/color] trong môi trường [color=#ff0000]thuộc tính nước[/color], do [color=#ff0000]thủy khắc hỏa[/color] mà phong thủy sẽ kém.\nCông trình [color=#ff0000]thuộc tính hỏa[/color] trong môi trường [color=#ff0000]thuộc tính mộc[/color], do [color=#ff0000]mộc sinh hỏa[/color] mà phong thủy sẽ tốt.\nBạn có thể xem mối quan hệ sinh khắc ngũ hành bất cứ lúc nào ở góc trái trên màn hình.
