Key	Value
[size=12][color=#000000]口…口口口…口……此物名为“南瓜派”，是一名叫索菲的老人家的独门配方，说起来这里的凡人喜欢将各种各样的食物做成“派”，真是一种奇怪的烹饪方法………口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Vật này được gọi là “bánh bí ngô”, là công thức độc quyền của một ông lão tên Sophie. Nói đến đây, người phàm ở nơi này thích làm đủ loại thức ăn thành “bánh”, thật là một phương pháp nấu ăn kỳ lạ………口口口……口……[/color][/size]
[size=12][color=#000000]口…口口口…口……此物叫做“飞机”，竟然可以搭载凡人于天空翱翔，本来想摄走一架，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Vật này được gọi là “máy bay”, thậm chí có thể chở người phàm bay lượn trên bầu trời. Ban đầu định lấy đi một chiếc, nhưng vật này quá lớn, trong thế giới này việc bổ sung linh khí quá khó khăn, chỉ gửi một mô hình thử xem sao……口口口……口……[/color][/size]
[size=12][color=#000000]口…口口口…口……此物叫做“火箭”，甚至可以带人突破九天罡风进入天外之境，想不到以凡人之躯竟然可摘日月星辰，真乃奇迹！本来想摄走一架，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Vật này được gọi là “tên lửa”, thậm chí có thể đưa người vượt qua cơn gió trời chín tầng để vào không gian bên ngoài. Không ngờ thân xác phàm nhân lại có thể hái được mặt trăng, mặt trời và các vì sao, thật là một kỳ tích! Ban đầu định lấy đi một chiếc, nhưng vật này quá lớn, trong thế giới này việc bổ sung linh khí quá khó khăn, chỉ gửi một mô hình thử xem sao……口口口……口……[/color][/size]
[size=12][color=#000000]口…口口口…口……此物叫做“帆船”，造型和我们世界的船只有颇多不同，倒是见识了些有趣的风土人情…口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Vật này được gọi là “thuyền buồm”, hình dáng có nhiều điểm khác biệt so với thuyền ở thế giới của chúng ta, thật sự là một trải nghiệm thú vị về phong tục tập quán…口口口……口……[/color][/size]
[size=12][color=#000000]口…口口口…口……这个折扇摆饰真的很像太一门静修堂的那个，哎，姑且收一个留念吧…口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Chiếc quạt gấp trang trí này thực sự rất giống với chiếc ở sảnh tĩnh tu của phái Thái Nhất, thôi thì lấy một cái làm kỷ niệm vậy…口口口……口……[/color][/size]
[size=12][color=#000000]口…口口口…口……此物叫做“潜艇”，可载人遨游深海，还好此界海中没有妖魔盘踞，真替这些凡人捏一把冷汗！本来想摄走一台，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/color][/size]	[size=12][color=#000000]口…口口口…口……Vật này được gọi là “tàu ngầm”, có thể chở người lặn sâu dưới biển. May mắn là ở thế giới này không có yêu ma chiếm cứ dưới biển, thật sự thay người phàm bóp một nắm mồ hôi lạnh! Ban đầu định lấy đi một chiếc, nhưng vật này quá lớn, trong thế giới này việc bổ sung linh khí quá khó khăn, chỉ gửi một mô hình thử xem sao……口口口……口……[/color][/size]
[NAME]遵循记忆中的手法，轻而易举的解开了封印。异界气息散去的同时，其中的物件也暴露了出来。而物件之上还附着有一段神念信息，果然是四师兄所留。[NAME]欣喜万分，激活了四师兄留下的神念。	[NAME] tuân theo phương pháp trong ký ức, dễ dàng giải phong ấn. Khi khí tức dị giới tan biến, vật phẩm bên trong cũng lộ ra. Trên vật phẩm còn kèm theo một đoạn thông tin thần niệm, quả nhiên là do sư huynh thứ tư để lại. [NAME] vui mừng khôn xiết, kích hoạt thần niệm mà sư huynh thứ tư để lại.
[NAME]查阅之下，发现这段神念仅仅有一部分与此物有关的信息可辨认，其余的信息皆尽残缺，无法辨识。似乎需要从其他异界之物中寻找对应的神念碎片才能拼合成完整的信息。\n        [img]%s[/img]	[NAME] tra cứu và phát hiện đoạn thần niệm này chỉ có một phần thông tin liên quan đến vật phẩm là có thể nhận diện, các thông tin còn lại đều bị hỏng, không thể nhận diện. Có vẻ cần tìm các mảnh thần niệm tương ứng từ những vật phẩm dị giới khác để ghép lại thành thông tin hoàn chỉnh. <br> [img]%s[/img]
[size=12][color=#D06508]已经从[/color][/size]%s[size=12][color=#D06508]中记录了残留的信息。[/color][/size]\n        [img]%s[/img]\n%s	[size=12][color=#D06508]Đã ghi lại thông tin còn sót lại từ[/color][/size]%s[size=12][color=#D06508].[/color][/size]<br> [img]%s[/img]<br>%s
来自异界的信息	Thông tin đến từ dị giới
[NAME]根本无法忍受洞府中的真火，只得无奈离去。	[NAME] hoàn toàn không thể chịu đựng nổi chân hỏa trong động phủ, đành bất lực rời đi.
{0}无动于衷，几乎没人通过这次活动认识我们。他们中只有少部分人在此地住了下来。	{0} không phản ứng gì, hầu như không ai thông qua sự kiện này mà biết đến chúng tôi. Chỉ một số ít người trong số họ ở lại đây.
{0}尝试安抚他们，展现了处世之道：“此地还算安全，人也很多，相比荒野机会多不少，不失为好办法。”他们觉得有道理，全都在此地安家。	{0} cố gắng an ủi họ, thể hiện cách sống: "Nơi này khá an toàn, người cũng đông, so với hoang dã thì có nhiều cơ hội hơn, cũng là một cách không tồi." Họ cảm thấy lời nói có lý, tất cả đều ở lại đây lập gia đình.
{0}对他们说道：“这里太危险，快走！”他们被吓走了。	{0} nói với họ: "Nơi này quá nguy hiểm, mau rời đi!" Họ bị dọa bỏ chạy.
{0}对众人说：“你们都来做我们的信徒吧，我可保你们安全。”他们不太相信，只有部分成为了信众。	{0} nói với đám đông: "Tất cả các người hãy đến làm tín đồ của chúng tôi, tôi có thể bảo vệ các người an toàn." Họ không tin lắm, chỉ một phần nhỏ trở thành tín đồ.
{0}说：“这里没什么人监管，你懂的。”难民流入后，影响了此地的稳定。	{0} nói: "Nơi này không có ai quản lý, các người hiểu mà." Dòng người tị nạn tràn vào, ảnh hưởng đến sự ổn định của nơi này.
{0}带了些食物送给他们，他们拿了食物后非常感激，几乎全部成为了信众。	{0} mang theo một ít thức ăn tặng họ, họ nhận thức ăn xong vô cùng cảm kích, hầu như tất cả đều trở thành tín đồ.
{0}带了些灵石，但他们不认识灵石。他们中只有少部分人在此地住了下来。	{0} mang theo một ít linh thạch, nhưng họ không nhận ra linh thạch. Chỉ một số ít người trong số họ ở lại đây.
{0}带了些木材，但他们不缺木材。他们中只有少部分人在此地住了下来。	{0} mang theo một ít gỗ, nhưng họ không thiếu gỗ. Chỉ một số ít người trong số họ ở lại đây.
{0}带了些石料，但他们不需要石料。他们中只有少部分人在此地住了下来。	{0} mang theo một ít đá, nhưng họ không cần đá. Chỉ một số ít người trong số họ ở lại đây.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。他们中只有少部分人在此地住了下来。	{0} nhìn qua các đệ tử, dường như không ai đặc biệt, thở dài một hơi. Chỉ một số ít người trong số họ ở lại đây.
[NAME]仔细思索，终于想起这封印手法竟然是太一门中独传的一种偏门封印术，据说当年也只有四师兄李太一擅长此法。	[NAME] suy nghĩ kỹ lưỡng, cuối cùng nhớ ra phương pháp phong ấn này chính là một loại thuật phong ấn hiếm thấy chỉ truyền dạy trong phái Thái Nhất, nghe nói năm đó chỉ có sư huynh thứ tư Lý Thái Nhất tinh thông thuật này.
“难道当年灭门夜，四师兄并没有陨落？此物竟然和四师兄有关联？”[NAME]心神激荡，振奋非常，连忙从记忆中回忆此术的解印之法。	“Chẳng lẽ trong đêm diệt môn năm đó, sư huynh thứ tư không hề tử nạn? Vật này lại có liên quan đến sư huynh thứ tư?” [NAME] trong lòng xao động, rất phấn khích, vội vàng hồi tưởng cách giải ấn thuật này từ ký ức.
[NAME]施展法术求雨，在雨水之中，整片林子重现传说之中的景象，涌现出如烟如雾的云气。云气之后，竟然浮现出一座仙人洞府。	[NAME] thi triển pháp thuật cầu mưa, giữa làn mưa, cả khu rừng tái hiện cảnh tượng trong truyền thuyết, xuất hiện những làn mây mờ như khói. Sau lớp mây, một động phủ tiên nhân bất ngờ hiện ra.
[NAME]搜索了洞府，找到了昔日木白仙人留下的两件宝物。	[NAME] khám phá động phủ, tìm thấy hai món bảo vật do tiên nhân Mộc Bạch để lại từ xưa.
[NAME]施展法术求雨，然而整片树林却涌出一股神秘的力量，将[NAME]的法术驱散。[NAME]知道自己修为不足，只能无奈离去。	[NAME] thi triển pháp thuật cầu mưa, nhưng cả khu rừng lại xuất hiện một luồng sức mạnh thần bí, đẩy lùi pháp thuật của [NAME]. [NAME] biết tu vi bản thân chưa đủ, chỉ có thể bất lực rời đi.
[NAME]搜索了整片林子，然而毫无线索，只能无奈离去。	[NAME] tìm kiếm khắp khu rừng, nhưng không có bất kỳ manh mối nào, đành bất lực rời đi.
[NAME]向[SCHOOL]的掌门讨要一些好物，掌门无可奈何，只能在[NAME]的淫威下[SCHOOL]将镇派法宝赠与[NAME]。	[NAME] đòi chưởng môn của [SCHOOL] một số vật quý, chưởng môn đành bất lực, dưới áp lực của [NAME] phải tặng pháp bảo trấn phái của [SCHOOL] cho [NAME].
[NAME]向[SCHOOL]的掌门讨要一些好物，掌门无可奈何，只能在[NAME]的淫威下[SCHOOL]将镇派功法赠与[NAME]。	[NAME] đòi chưởng môn của [SCHOOL] một số vật quý, chưởng môn đành bất lực, dưới áp lực của [NAME] phải tặng công pháp trấn phái của [SCHOOL] cho [NAME].
[NAME]向[SCHOOL]的掌门讨要一些好物，掌门无可奈何，只能在[NAME]的淫威下[SCHOOL]将镇派宝物赠与[NAME]。	[NAME] đòi chưởng môn của [SCHOOL] một số vật quý, chưởng môn đành bất lực, dưới áp lực của [NAME] phải tặng bảo vật trấn phái của [SCHOOL] cho [NAME].
此处没什么好看的，[NAME]离开了这里。	Nơi đây không có gì đáng xem, [NAME] đã rời khỏi.
[NAME]进入洞府，施展自己的炼器之术连连解开禁法，最终在一个不起眼的房间发现了一方玉匣。	[NAME] tiến vào động phủ, thi triển thuật luyện khí liên tục giải trừ các cấm pháp, cuối cùng phát hiện một chiếc hộp ngọc trong một căn phòng không mấy nổi bật.
